Day,Time,Events in Interval,Events Added,Energy Received,Interval Length,gamma CPS,gamma Dose
10/8/2023,17:31:30.611,0,0,0,1,0,0
10/8/2023,17:31:31.613,962,308803,0,1,959,0
10/8/2023,17:31:32.649,917,310818,0,1,885,0
10/8/2023,17:31:33.682,1005,327642,0,1,974,0
10/8/2023,17:31:34.645,921,297097,0,1,955,0
10/8/2023,17:31:35.639,934,309773,0,1,940,0
10/8/2023,17:31:36.631,1001,313060,0,1,1009,0
10/8/2023,17:31:37.624,925,290432,0,1,932,0
10/8/2023,17:31:38.620,908,294792,0,1,911,0
10/8/2023,17:31:39.621,970,309524,0,1,970,0
10/8/2023,17:31:40.645,917,294649,0,1,895,0
10/8/2023,17:31:41.637,899,285508,0,1,906,0
10/8/2023,17:31:42.636,938,306741,0,1,939,0
10/8/2023,17:31:43.633,924,301099,0,1,927,0
10/8/2023,17:31:44.623,941,299735,0,1,951,0
10/8/2023,17:31:45.631,871,282262,0,1,864,0
10/8/2023,17:31:46.630,1005,321669,0,1,1006,0
10/8/2023,17:31:47.650,936,300593,0,1,919,0
10/8/2023,17:31:48.631,920,286042,0,1,937,0
10/8/2023,17:31:49.633,915,298731,0,1,913,0
10/8/2023,17:31:50.629,964,311298,0,1,969,0
10/8/2023,17:31:51.654,928,297212,0,1,905,0
10/8/2023,17:31:52.628,920,292862,0,1,944,0
10/8/2023,17:31:53.631,953,307189,0,1,950,0
10/8/2023,17:31:54.616,906,294280,0,1,921,0
10/8/2023,17:31:55.616,981,310412,0,1,980,0
10/8/2023,17:31:56.637,905,294222,0,1,887,0
10/8/2023,17:31:57.656,908,292670,0,1,890,0
10/8/2023,17:31:58.616,974,308644,0,1,1015,0
10/8/2023,17:31:59.641,938,297187,0,1,915,0
10/8/2023,17:32:00.620,899,291676,0,1,918,0
10/8/2023,17:32:01.641,961,309585,0,1,942,0
10/8/2023,17:32:02.618,954,309388,0,1,975,0
10/8/2023,17:32:03.622,913,285657,0,1,909,0
10/8/2023,17:32:04.664,926,297811,0,1,889,0
10/8/2023,17:32:05.620,918,300157,0,1,961,0
10/8/2023,17:32:06.624,948,306026,0,1,943,0
10/8/2023,17:32:07.673,901,289032,0,1,859,0
10/8/2023,17:32:08.648,931,291748,0,1,955,0
10/8/2023,17:32:09.620,859,269944,0,1,884,0
10/8/2023,17:32:10.650,1064,344396,0,1,1033,0
10/8/2023,17:32:11.626,888,291630,0,1,911,0
10/8/2023,17:32:12.622,932,308357,0,1,935,0
10/8/2023,17:32:13.675,948,309524,0,1,900,0
10/8/2023,17:32:14.652,902,290474,0,1,924,0
10/8/2023,17:32:15.624,901,285424,0,1,926,0
10/8/2023,17:32:16.675,966,308104,0,1,919,0
