Day,Time,Events in Interval,Events Added,Energy Received,Interval Length,gamma CPS,gamma Dose
10/9/2023,16:29:48.198,0,0,0,3,0,0
10/9/2023,16:29:49.198,1195,261200,0,1,1195,0
10/9/2023,16:29:50.209,1132,247961,0,1,1120,0
10/9/2023,16:29:51.198,1289,288751,0,1,1303,0
10/9/2023,16:29:52.199,1242,274010,0,1,1241,0
10/9/2023,16:29:53.199,1111,252058,0,1,1111,0
10/9/2023,16:29:54.200,1322,289624,0,1,1321,0
10/9/2023,16:29:55.200,1165,268326,0,1,1165,0
10/9/2023,16:29:56.200,1206,269739,0,1,1206,0
10/9/2023,16:29:57.200,1259,282558,0,1,1259,0
10/9/2023,16:29:58.200,1212,267695,0,1,1212,0
10/9/2023,16:29:59.200,1193,265643,0,1,1193,0
10/9/2023,16:30:00.200,1283,295011,0,1,1283,0
10/9/2023,16:30:01.200,1172,258803,0,1,1172,0
10/9/2023,16:30:02.200,1186,261141,0,1,1186,0
10/9/2023,16:30:03.200,1276,277719,0,1,1276,0
10/9/2023,16:30:04.201,1188,256574,0,1,1188,0
10/9/2023,16:30:05.201,1220,274892,0,1,1220,0
10/9/2023,16:30:06.200,1216,275787,0,1,1216,0
10/9/2023,16:30:07.201,1217,277189,0,1,1217,0
10/9/2023,16:30:08.200,1341,298863,0,1,1341,0
10/9/2023,16:30:09.202,1240,279856,0,1,1239,0
10/9/2023,16:30:10.202,1175,263107,0,1,1174,0
10/9/2023,16:30:11.202,1192,267310,0,1,1192,0
10/9/2023,16:30:12.203,1264,281437,0,1,1264,0
10/9/2023,16:30:13.202,1205,266551,0,1,1205,0
10/9/2023,16:30:14.202,1238,271505,0,1,1238,0
10/9/2023,16:30:15.203,1240,285713,0,1,1240,0
10/9/2023,16:30:16.202,1194,261216,0,1,1194,0
10/9/2023,16:30:17.204,1142,244140,0,1,1140,0
10/9/2023,16:30:18.213,1225,268555,0,1,1214,0
10/9/2023,16:30:19.219,1215,272670,0,1,1208,0
10/9/2023,16:30:20.211,1172,268892,0,1,1183,0
10/9/2023,16:30:21.209,1303,294249,0,1,1304,0
10/9/2023,16:30:22.227,1135,257396,0,1,1115,0
10/9/2023,16:30:23.205,1336,298940,0,1,1366,0
10/9/2023,16:30:24.204,1229,275884,0,1,1230,0
10/9/2023,16:30:25.226,1141,248028,0,1,1116,0
10/9/2023,16:30:26.245,1229,267124,0,1,1207,0
10/9/2023,16:30:27.205,1228,275762,0,1,1279,0
10/9/2023,16:30:28.205,1200,261838,0,1,1199,0
10/9/2023,16:30:29.205,1232,272625,0,1,1232,0
