10/9/2023,15:12:43.224,
10/9/2023,15:12:44.223,
10/9/2023,15:12:45.224,,0033,0040,0089
10/9/2023,15:12:46.223,,0050,0471,0079,0065,0053
10/9/2023,15:12:47.223,,0178,0329,0035,0052,0031,0031,0063,0656,0364
10/9/2023,15:12:48.223,,0052,0075,0146,0117,0287
10/9/2023,15:12:49.223,,0043,0100,0050,0033,0109,0056
10/9/2023,15:12:50.224,,0055,0087,0052,0084,0051
10/9/2023,15:12:51.223,,0122,0259,0044
10/9/2023,15:16:53.488,256,0047,0053,0047,0
10/9/2023,15:16:54.350,105,0195,0066,0
10/9/2023,15:16:55.423,594,0052,0046,0061,0035,0231,0107,0035,0
10/9/2023,15:16:56.448,082,0038,0
10/9/2023,15:16:57.596,036,0056,0063,0036,0043,0291,0044,0160,0081,0047,0
10/9/2023,15:16:58.572,094,0063,0035,0212,0
10/9/2023,15:16:59.369,034,0043,0409,0043,0050,0
10/9/2023,15:17:00.446,057,0116,0309,0038,0039,0076,0164,0
10/9/2023,15:17:01.407,035,0184,0034,0096,0076,0255,0135,0
10/9/2023,15:17:02.448,142,0112,0048,0052,0037,0031,0
10/9/2023,15:17:03.816,037,0270,0045,0038,0091,0070,0
10/9/2023,15:17:04.455,041,0079,0083,0045,0059,0092,0
10/9/2023,15:17:05.583,467,0141,0047,0061,0
10/9/2023,15:17:06.454,035,0051,0145,0045,0039,0
10/9/2023,15:17:07.504,203,0166,0079,0084,0062,0198,0073,0
10/9/2023,15:17:08.423,254,0069,0144,0
10/9/2023,15:17:09.482,055,0052,0046,0
10/9/2023,15:17:11.068,054,0078,0088,0630,0189,0
10/9/2023,15:17:11.686,079,0034,0
10/9/2023,15:17:12.624,037,0065,0070,0
10/9/2023,15:17:13.363,098,0097,0101,0076,0152,0
10/9/2023,15:17:14.696,085,0071,0036,0
10/9/2023,15:17:15.464,090,0078,0
10/9/2023,15:17:16.528,062,0693,0106,0129,0341,0058,0
10/9/2023,15:17:17.410,080,0130,0145,0058,0052,0126,0079,0165,0275,0033,0
10/9/2023,15:17:18.538,076,0103,0056,0058,0070,0072,0
10/9/2023,15:17:19.439,052,0086,0118,0093,1
10/9/2023,15:17:20.687,198,0061,1119ST
10/9/2023,15:17:21.350,ART Illegal Opcode Reset;,0047,0074,0121,0111
10/9/2023,15:17:22.350,,0010,0142,0038,0057,0094,0088,0033
10/9/2023,15:17:23.350,,0103,0034,0032,0042,0050,0052
10/9/2023,15:17:24.351,,0046,0049,0056,0190,0104,0084,0036
10/9/2023,15:17:25.351,,0032,0033,0055,0262,0045,0064,0158,0059
10/9/2023,15:17:26.351,,0045,0117,0110,0036,0463,0104,0174,0303,0056
10/9/2023,15:17:27.361,,0193,0038,0136,0178
10/9/2023,15:17:28.357,,0069,0167,0070,0040,0042,0060
10/9/2023,15:17:29.353,,0054,0158,0038,0049,0089,0073
10/9/2023,15:17:30.370,,0037,0094,0055,0240
10/9/2023,15:17:31.372,,0107,0518,0115
10/9/2023,15:17:32.358,,0067,0052,0040,0088,0515,0163
10/9/2023,15:17:33.383,,0243,0065,0086,0067,0032,0065,0044,0038
10/9/2023,15:17:34.378,,0127,0100,0038,0047,0135,0128
10/9/2023,15:17:35.359,,0052,0086,0038,0091,0147,0059,0062
10/9/2023,15:17:36.371,,0052,0070,0052,0163,0059,0046,0044,0052,0039
10/9/2023,15:17:37.360,,0059,0226,0081,0164,0102,0040,1254
10/9/2023,15:17:38.379,,0158,0092
10/9/2023,15:17:39.365,,0191,0622,0106,0133,0103
10/9/2023,15:17:40.365,,0045,0041,0080
10/9/2023,15:17:41.366,,0096,0061
10/9/2023,15:17:42.367,,0095,0041,0083,0035,0073,0059
10/9/2023,15:17:43.365,,0071,0108,0063,0057,0037,0173
10/9/2023,15:17:44.365,,0125,0051,0067,0041,0060,0050,0047,0051,0536
