10/9/2023,15:12:43.224,
10/9/2023,15:12:44.223,
10/9/2023,15:12:45.224,,0033,0040,0089
10/9/2023,15:12:46.223,,0050,0471,0079,0065,0053
10/9/2023,15:12:47.223,,0178,0329,0035,0052,0031,0031,0063,0656,0364
10/9/2023,15:12:48.223,,0052,0075,0146,0117,0287
10/9/2023,15:12:49.223,,0043,0100,0050,0033,0109,0056
10/9/2023,15:12:50.224,,0055,0087,0052,0084,0051
10/9/2023,15:12:51.223,,0122,0259,0044
10/9/2023,15:12:52.225,,0069,0032,0074,0069
10/9/2023,15:12:53.224,,0187,0194,0244,0087,0097,0065
10/9/2023,15:12:54.224,,0056,0476,0051,0141,0157
10/9/2023,15:12:55.225,,0046,0121,0049,0050,0135,0691,0062,0084
10/9/2023,15:12:56.226,,0056,0044,0058,0060,0275
10/9/2023,15:12:57.225,,0036,0135,0263,0032,0060
10/9/2023,15:12:58.225,,0084,0051,0130,0049,0033,0172,0159
10/9/2023,15:12:59.226,,0090,0058
10/9/2023,15:13:00.226,,0078,0060,0051,0062,0040,0247
10/9/2023,15:13:01.226,,0039,0052,0134,0048,0104,0061,0166
10/9/2023,15:13:02.226,,0761,0050,0576
10/9/2023,15:13:03.227,,0060,0040,0033,0044,0199
10/9/2023,15:13:04.226,,0047,0033,0042,0064
10/9/2023,15:13:05.226,,0037,0051,0046,0041,0081,0215,0035
10/9/2023,15:13:06.226,,0147,0595,0093,0046,0068
10/9/2023,15:13:07.227,,0106,0060
10/9/2023,15:13:08.226,,0065,0049,0114
10/9/2023,15:13:09.228,,0050,0047,0153
10/9/2023,15:13:10.228,,0054,0033,0195,0031
10/9/2023,15:13:11.229,,0069,0058,0044,0040,0118,0049,0074,0036
10/9/2023,15:13:12.228,,0060,0072,0085,0040,0049,0209,0971
10/9/2023,15:13:13.229,,0279,0095,0047,0070,0595,0038,0078,0089
10/9/2023,15:13:14.228,,0065,0809,0413,0410,0040,0047
10/9/2023,15:13:15.699,,0031,0041START Illegal Opcode Reset;,01
10/9/2023,15:13:16.542,48,0087,0007,1124,01
10/9/2023,15:13:17.348,14,0037,0161,0036,0257,0076,0114,0157,02
10/9/2023,15:13:18.370,35,0042,0065,0052,0032,0129,01
10/9/2023,15:13:19.265,17,0045,0156,0044,0084,0036,00
10/9/2023,15:13:20.431,41,0051,0043,0037,01
10/9/2023,15:13:21.610,15,0052,0033,0125,0045,0330,00
10/9/2023,15:13:22.356,40,0142,0038,0046,00
10/9/2023,15:13:23.861,75,0084,0661,0245,0042,0133,00
10/9/2023,15:13:24.960,31,0354,0036,0067,00
10/9/2023,15:13:25.437,68,00
10/9/2023,15:13:26.284,51,0096,0132,0046,0097,0031,07
10/9/2023,15:13:27.296,41,0035,0046,0045,0082,00
10/9/2023,15:13:28.852,81,0128,0080,06
10/9/2023,15:13:29.274,20,0176,0183,0075,00
10/9/2023,15:13:30.491,94,0191,0059,00
10/9/2023,15:13:31.351,70,0148,0146,00
10/9/2023,15:13:32.257,74,0055,0034,0234,0045,02
10/9/2023,15:13:33.260,79,0070,1100,01
10/9/2023,15:13:34.279,56,0052,0082,01
10/9/2023,15:13:35.508,22,00
10/9/2023,15:13:36.278,53,0109,0078,0060,0057,00
10/9/2023,15:13:37.306,38,0050,0151,0076,0065,0044,01
10/9/2023,15:13:38.266,43,0043,0154,0133,00
10/9/2023,15:13:39.383,47,0046,0077,0087,0124,0890,00
10/9/2023,15:13:40.679,45,0050,0052,02
10/9/2023,15:13:41.287,49,0059,0623,0195,00
10/9/2023,15:13:42.300,56,0432,0040,0055,0362,00
10/9/2023,15:13:43.245,62,0054,0060,0356,0079,0197,0043,00
10/9/2023,15:13:44.467,37,0038,0138,0403,0055,0075,02
10/9/2023,15:13:45.274,01,0126,0064,01
10/9/2023,15:13:46.314,09,0061,0065,0067,0283,00
10/9/2023,15:13:47.290,63,0037,0075,0055,0076,05
10/9/2023,15:13:48.371,02,0099,0041,0423,0149,09
10/9/2023,15:13:49.255,43,0039,0160,01
10/9/2023,15:13:50.365,09,0051,0090,0087,00
10/9/2023,15:13:51.291,63,0141,0093,0051,00
10/9/2023,15:13:52.485,32,0398,0046,0180,0243,0074,0172,0038,0110,0061,0055,00
10/9/2023,15:13:53.306,85,0072,00
10/9/2023,15:13:54.488,74,0038,0084,0056,0070,1133,0039,03
10/9/2023,15:13:55.245,38,0035,0119,0106,00
10/9/2023,15:13:56.248,82,0147,0041,0062,0349,0089,0063,0047,00
10/9/2023,15:13:57.384,80,0102,0264,0190,0081,0169,0174,0267,00
10/9/2023,15:13:58.431,33,0172,0130,0045,0089,0764,0054,00
10/9/2023,15:13:59.269,39,0139,0445,0159,0090,0035,0037,0052,0055,0130,00
10/9/2023,15:14:00.263,68,0078,0046,0042,00
10/9/2023,15:14:01.317,65,0593,0046,0050,07
10/9/2023,15:14:02.284,91,0043,0097,0100,0062,0042,0581,0181,0101,00
10/9/2023,15:14:03.266,59,0329,0617,0032,0036,08
10/9/2023,15:14:04.591,07,0042,0033,00
10/9/2023,15:14:05.333,38,0075,0046,0231,0138,00
10/9/2023,15:14:06.408,42,0097,0075,00
10/9/2023,15:14:07.640,58,0124,0043,00
10/9/2023,15:14:08.455,56,0069,00
10/9/2023,15:14:09.260,58,0042,0118,0152,0252,0044,02
10/9/2023,15:14:10.509,23,0093,0123,0423,0052,00
10/9/2023,15:14:11.272,96,0113,0068,01
10/9/2023,15:14:12.281,28,0041,0254,0115,0031,00
10/9/2023,15:14:13.539,78,0052,0482,00
10/9/2023,15:14:14.344,43,0062,0068,0048,0541,00
10/9/2023,15:14:15.419,67,0033,0044,0057,0124,0054,01
10/9/2023,15:14:16.263,15,0073,0035,0045,01
10/9/2023,15:14:17.276,25START Illegal Opcode Reset;,0049,0063,0104,
10/9/2023,15:14:18.595,0066,0007,0054,0098,0043,0032,0407,0174,
10/9/2023,15:14:19.425,0271,0034,0038,0303,0049,0346,
10/9/2023,15:14:20.464,0070,0075,0054,0045,
10/9/2023,15:14:21.563,0102,0049,
10/9/2023,15:14:22.392,0053,0055,0055,0064,0077,
10/9/2023,15:14:23.311,0067,0241,0146,0172,
10/9/2023,15:14:24.353,0067,0032,0115,0072,0046,0177,0095,
10/9/2023,15:14:25.454,0050,0057,0059,0056,
10/9/2023,15:14:26.331,0088,0105,0129,0123,0164,0038,
10/9/2023,15:14:27.275,0037,0114,0047,0073,0312,0288,
10/9/2023,15:14:28.499,0061,0048,0048,
10/9/2023,15:14:29.399,0035,0167,0036,0039,0052,0043,0134,0067,
10/9/2023,15:14:30.562,0039,0048,0143,0061,0038,0049,0068,
10/9/2023,15:14:31.354,0390,0095,0203,0062,0121,0041,0433,0074,
10/9/2023,15:14:32.481,0063,0057,0058,0373,0434,0160,0075,
10/9/2023,15:14:33.268,0062,0057,
10/9/2023,15:14:34.473,0061,0089,0159,0061,0122,0036,0048,0137,0283,
10/9/2023,15:14:35.426,0051,0073,0052,0080,
10/9/2023,15:14:36.489,1208,0252,0046,0046,0051,0059,0036,0043,0075,
10/9/2023,15:14:37.468,0033,0118,0075,
10/9/2023,15:14:38.335,0097,0034,0536,0071,0386,
10/9/2023,15:14:39.341,0070,0038,0043,0062,
10/9/2023,15:14:40.326,0086,0411,0117,0045,
10/9/2023,15:14:41.636,0282,0058,0470,0070,0037,0055,0074,
10/9/2023,15:14:42.583,0062,0084,0133,
10/9/2023,15:14:43.681,0056,0140,0251,0098,0112,
10/9/2023,15:14:44.484,0213,0529,0059,0052,
10/9/2023,15:14:45.499,0100,0049,0071,0047,
10/9/2023,15:14:46.450,0031,0038,0063,0041,
10/9/2023,15:14:47.344,0065,0084,0181,0203,
10/9/2023,15:14:48.636,0487,0031,0160,0127,
10/9/2023,15:14:49.327,0125,0042,0036,0248,
10/9/2023,15:14:50.526,0292,0110,0041,0061,0198,
10/9/2023,15:14:51.276,0042,0707,0076,0033,
10/9/2023,15:14:52.332,0031,0143,0054,0104,
10/9/2023,15:14:53.292,0066,0294,0155,0037,0078,0037,0083,
10/9/2023,15:14:54.613,0084,0078,0104,0149,0123,0047,0045,0224,0083,
10/9/2023,15:14:55.312,0035,0184,0033,0056,
10/9/2023,15:14:56.411,0042,0118,0087,0043,0060,0037,0348,0104,0042,
10/9/2023,15:14:57.335,0034,0037,0101,0379,0058,0043,0245,
10/9/2023,15:14:58.739,0078,0044,0092,0172,0052,
10/9/2023,15:14:59.387,0073,0032,0108,0064,0343,
10/9/2023,15:15:00.273,0853,
10/9/2023,15:15:01.344,0041,0159,0051,0044,
10/9/2023,15:15:02.525,0049,0083,
10/9/2023,15:15:03.394,0080,0129,
10/9/2023,15:15:04.543,0512,0054,0040,0045,
10/9/2023,15:15:05.436,0049,0498,0042,0031,
10/9/2023,15:15:06.327,0058,0062,0059,
10/9/2023,15:15:07.343,0079,0183,0058,0056,
10/9/2023,15:15:08.409,0034,0055,0077,0056,0039,
10/9/2023,15:15:09.360,0145,0037,0097,0076,
10/9/2023,15:15:10.267,0080,0037,0114,0158,
10/9/2023,15:15:11.337,0044,0074,0297,0508,0086,0043,
10/9/2023,15:15:12.524,0040,0218,0053,0599,0063,
10/9/2023,15:15:13.308,0052,0070,0108,0068,0105,0065,
10/9/2023,15:15:14.761,0242,0038,0044,0068,0059,0075,0357,0047,
10/9/2023,15:15:15.271,0134,0175,
10/9/2023,15:15:16.885,0106,0132,0042,0031,0061,0060,0052,0072,
10/9/2023,15:15:17.360,0061,0049,
10/9/2023,15:15:18.424,0110,0063START Illegal Opcode Reset;,0110,0059,007
10/9/2023,15:15:19.392,4,0036,0009,011
10/9/2023,15:15:20.316,0,0042,0056,0046,0051,0047,0051,018
10/9/2023,15:15:21.312,2,0157,0089,0058,0074,0139,0032,015
10/9/2023,15:15:22.374,8,0050,0056,0044,0055,0078,0109,0039,0101,004
10/9/2023,15:15:23.338,0,0041,0041,0068,0039,006
10/9/2023,15:15:24.283,2,0111,0060,0060,0067,004
10/9/2023,15:15:25.343,7,0073,0073,0089,0599,0073,0090,0036,0140,004
10/9/2023,15:15:26.536,3,0141,0068,0075,0080,0124,0106,0429,0032,0133,0086,006
10/9/2023,15:15:27.297,1,0080,0042,0072,0050,0103,008
10/9/2023,15:15:28.810,5,0053,0116,0180,0083,0088,0060,0100,0102,003
10/9/2023,15:15:29.557,4,0146,1183,0106,0426,028
10/9/2023,15:15:30.605,1,0033,0044,0168,0043,0033,003
10/9/2023,15:15:31.290,3,0089,0068,0064,003
10/9/2023,15:15:32.402,2,0041,0114,0220,004
10/9/2023,15:15:33.295,1,0073,0052,0112,011
10/9/2023,15:15:34.448,4,0068,0920,0038,007
10/9/2023,15:15:35.495,5,0054,003
10/9/2023,15:15:36.316,4,0104,0031,0035,003
10/9/2023,15:15:37.516,4,0224,0031,017
10/9/2023,15:15:38.499,2,0060,0074,0097,012
10/9/2023,15:15:39.507,8,0050,0151,0149,004
10/9/2023,15:15:40.334,8,0264,0044,0071,009
10/9/2023,15:15:41.511,3,0244,0040,0206,0057,012
10/9/2023,15:15:42.477,9,0040,0032,0054,0124,0073,0122,003
10/9/2023,15:15:43.285,3,0033,0032,0034,0315,003
10/9/2023,15:15:44.454,2,0072,0086,0102,0056,0053,0119,018
10/9/2023,15:15:45.325,5,0357,0053,003
10/9/2023,15:15:46.402,3,0256,0696,0041,0056,007
10/9/2023,15:15:47.464,3,0253,0151,0079,0033,0062,0032,0051,0079,0066,011
10/9/2023,15:15:48.422,3,0072,0073,0038,004
10/9/2023,15:15:49.710,6,0048,0142,0362,0034,0283,0050,118
10/9/2023,15:15:50.315,0,0121,003
10/9/2023,15:15:51.598,2,0316,0033,0065,010
10/9/2023,15:15:52.290,0,003
10/9/2023,15:15:53.453,4,0044,0180,0338,005
10/9/2023,15:15:54.490,7,0050,0080,0048,0156,0663,015
10/9/2023,15:15:55.493,8,0083,0118,0067,0051,004
10/9/2023,15:15:56.419,3,0041,011
10/9/2023,15:15:58.027,1,0095,0237,0048,005
10/9/2023,15:15:58.312,6,0079,0042,0062,006
10/9/2023,15:15:59.356,9,0043,0116,0061,0753,0033,0037,019
10/9/2023,15:16:00.332,0,0051,0034,0081,0141,009
10/9/2023,15:16:01.309,7,0218,0066,0045,0404,0035,0040,076
10/9/2023,15:16:02.346,0,0065,0036,0061,007
10/9/2023,15:16:03.318,5,0520,0054,0050,021
10/9/2023,15:16:04.684,8,0041,0085,0037,043
10/9/2023,15:16:05.761,6,010
10/9/2023,15:16:06.446,1,0090,004
10/9/2023,15:16:07.297,2,0103,0043,003
10/9/2023,15:16:08.301,9,0040,0037,0062,0096,005
10/9/2023,15:16:09.493,5,0118,0129,0053,0042,0051,0369,0228,005
10/9/2023,15:16:10.386,5,0034,0059,0037,0060,0032,0033,079
10/9/2023,15:16:11.412,7,0055,0046,0050,006
10/9/2023,15:16:12.465,9,0034,0041,0091,0093,0033,0055,007
10/9/2023,15:16:13.489,6,0067,0129,0103,0189,0058,0042,0040,008
10/9/2023,15:16:14.587,2,0059,0039,0140,0165,003
10/9/2023,15:16:15.489,4,0103,0179,0175,0102,003
10/9/2023,15:16:16.326,1,0054,0162,0038,0051,0527,0034,0350,010
10/9/2023,15:16:17.403,4,0052,0145,0070,0723,015
10/9/2023,15:16:19.075,2,0048,0081,0094,034
10/9/2023,15:16:19.454,1,0051START Illegal Opcode Reset;,0
10/9/2023,15:16:20.433,118,0085,0036,0130,0008,0
10/9/2023,15:16:21.450,047,0273,0037,0061,0072,0046,0
10/9/2023,15:16:22.599,265,0050,0053,0048,0109,0
10/9/2023,15:16:23.550,063,0526,0087,0230,0038,0235,0
10/9/2023,15:16:24.482,054,0059,0154,0153,0044,0075,0044,0
10/9/2023,15:16:25.292,077,0040,0
10/9/2023,15:16:26.605,239,0068,0112,0033,0041,0289,0
10/9/2023,15:16:27.422,078,0098,0112,0052,0067,0059,0038,0
10/9/2023,15:16:28.614,050,0068,0480,0048,0
10/9/2023,15:16:29.358,086,0045,0
10/9/2023,15:16:30.461,069,0034,0062,0032,0071,0056,0070,0081,0
10/9/2023,15:16:31.403,182,0039,0063,0
10/9/2023,15:16:32.430,039,0037,0047,0099,0051,0
10/9/2023,15:16:33.632,310,0209,0040,0075,0034,0043,0
10/9/2023,15:16:34.582,039,0049,0198,0463,0055,0182,0602,0
10/9/2023,15:16:35.353,077,0085,0
10/9/2023,15:16:36.365,056,0044,0139,0
10/9/2023,15:16:37.576,034,0185,0122,0879,0154,0061,0040,0
10/9/2023,15:16:38.502,038,0
10/9/2023,15:16:39.537,090,0076,0076,0308,0070,0196,0
10/9/2023,15:16:40.360,047,0038,0040,0049,0138,0035,0031,0646,0060,0
10/9/2023,15:16:41.491,068,0072,0036,0045,0286,0
10/9/2023,15:16:42.517,083,0078,0
10/9/2023,15:16:43.772,598,0184,0034,0091,0044,0363,0051,0
10/9/2023,15:16:44.616,045,0053,0073,0063,0056,0
10/9/2023,15:16:45.426,043,0057,0090,0
10/9/2023,15:16:46.357,070,0304,0031,0045,0
10/9/2023,15:16:47.409,142,0041,0096,0388,0082,0
10/9/2023,15:16:48.370,079,0031,0166,0230,0078,0074,0
10/9/2023,15:16:49.660,149,0086,0043,1215,0058,0
10/9/2023,15:16:50.400,262,0041,0
10/9/2023,15:16:51.630,421,0430,0052,0
10/9/2023,15:16:52.687,048,0036,0036,0066,0033,0072,0068,0031,0
