Day,Time,Events in Interval,Events Added,Energy Received,Interval Length,gamma CPS,gamma Dose
10/9/2023,15:12:43.224,0,0,0,2,0,0
10/9/2023,15:12:44.223,0,0,0,1,0,0
10/9/2023,15:12:45.224,3,162,0,1,3,0
10/9/2023,15:12:46.223,5,718,0,1,5,0
10/9/2023,15:12:47.223,9,1739,0,1,9,0
10/9/2023,15:12:48.223,5,677,0,1,5,0
10/9/2023,15:12:49.223,6,391,0,1,6,0
10/9/2023,15:12:50.224,5,329,0,1,5,0
10/9/2023,15:12:51.223,3,425,0,1,3,0
10/9/2023,15:12:52.225,4,244,0,1,4,0
10/9/2023,15:12:53.224,6,874,0,1,6,0
10/9/2023,15:12:54.224,5,881,0,1,5,0
10/9/2023,15:12:55.225,8,1238,0,1,8,0
10/9/2023,15:12:56.226,5,493,0,1,5,0
10/9/2023,15:12:57.225,5,526,0,1,5,0
10/9/2023,15:12:58.225,7,678,0,1,7,0
10/9/2023,15:12:59.226,2,148,0,1,2,0
10/9/2023,15:13:00.226,6,538,0,1,6,0
10/9/2023,15:13:01.226,7,604,0,1,7,0
10/9/2023,15:13:02.226,3,1387,0,1,3,0
10/9/2023,15:13:03.227,5,376,0,1,5,0
10/9/2023,15:13:04.226,4,186,0,1,4,0
10/9/2023,15:13:05.226,7,506,0,1,7,0
10/9/2023,15:13:06.226,5,949,0,1,5,0
10/9/2023,15:13:07.227,2,166,0,1,2,0
10/9/2023,15:13:08.226,3,228,0,1,3,0
10/9/2023,15:13:09.228,3,250,0,1,3,0
10/9/2023,15:13:10.228,4,313,0,1,4,0
10/9/2023,15:13:11.229,8,488,0,1,8,0
10/9/2023,15:13:12.228,7,1486,0,1,7,0
10/9/2023,15:13:13.229,8,1291,0,1,8,0
10/9/2023,15:13:14.228,6,1784,0,1,6,0
10/9/2023,15:13:15.699,2,72,0,1,1,0
10/9/2023,15:13:16.542,2,1211,0,1,2,0
10/9/2023,15:13:17.348,7,838,0,1,9,0
10/9/2023,15:13:18.370,5,320,0,1,5,0
10/9/2023,15:13:19.265,4,329,0,1,4,0
10/9/2023,15:13:20.431,3,131,0,1,3,0
10/9/2023,15:13:21.610,4,255,0,1,3,0
10/9/2023,15:13:22.356,2,180,0,1,3,0
10/9/2023,15:13:23.861,4,1032,0,2,3,0
10/9/2023,15:13:24.960,2,390,0,1,2,0
10/9/2023,15:13:25.437,0,0,0,0,0,0
10/9/2023,15:13:26.284,5,402,0,1,6,0
10/9/2023,15:13:27.296,3,126,0,1,3,0
10/9/2023,15:13:28.852,2,208,0,2,1,0
10/9/2023,15:13:29.274,2,359,0,0,5,0
10/9/2023,15:13:30.491,1,191,0,1,1,0
10/9/2023,15:13:31.351,1,148,0,1,1,0
10/9/2023,15:13:32.257,4,368,0,1,4,0
10/9/2023,15:13:33.260,2,1170,0,1,2,0
10/9/2023,15:13:34.279,2,134,0,1,2,0
10/9/2023,15:13:35.508,0,0,0,1,0,0
10/9/2023,15:13:36.278,3,247,0,1,4,0
10/9/2023,15:13:37.306,5,386,0,1,5,0
10/9/2023,15:13:38.266,2,197,0,1,2,0
10/9/2023,15:13:39.383,4,334,0,1,4,0
10/9/2023,15:13:40.679,2,102,0,1,2,0
10/9/2023,15:13:41.287,2,682,0,1,3,0
10/9/2023,15:13:42.300,3,527,0,1,3,0
10/9/2023,15:13:43.245,5,746,0,1,5,0
10/9/2023,15:13:44.467,5,709,0,1,4,0
10/9/2023,15:13:45.274,2,190,0,1,2,0
10/9/2023,15:13:46.314,3,193,0,1,3,0
10/9/2023,15:13:47.290,4,243,0,1,4,0
10/9/2023,15:13:48.371,4,712,0,1,4,0
10/9/2023,15:13:49.255,2,199,0,1,2,0
10/9/2023,15:13:50.365,2,141,0,1,2,0
10/9/2023,15:13:51.291,2,234,0,1,2,0
10/9/2023,15:13:52.485,9,1322,0,1,8,0
10/9/2023,15:13:53.306,0,0,0,1,0,0
10/9/2023,15:13:54.488,6,1420,0,1,5,0
10/9/2023,15:13:55.245,2,154,0,1,3,0
10/9/2023,15:13:56.248,6,751,0,1,6,0
10/9/2023,15:13:57.384,6,980,0,1,5,0
10/9/2023,15:13:58.431,5,1200,0,1,5,0
10/9/2023,15:13:59.269,8,1012,0,1,10,0
10/9/2023,15:14:00.263,2,124,0,1,2,0
10/9/2023,15:14:01.317,3,689,0,1,3,0
10/9/2023,15:14:02.284,7,1106,0,1,7,0
10/9/2023,15:14:03.266,4,1014,0,1,4,0
10/9/2023,15:14:04.591,1,42,0,1,1,0
10/9/2023,15:14:05.333,3,352,0,1,4,0
10/9/2023,15:14:06.408,1,97,0,1,1,0
10/9/2023,15:14:07.640,1,124,0,1,1,0
10/9/2023,15:14:08.455,0,0,0,1,0,0
10/9/2023,15:14:09.260,5,608,0,1,6,0
10/9/2023,15:14:10.509,3,639,0,1,2,0
10/9/2023,15:14:11.272,2,181,0,1,3,0
10/9/2023,15:14:12.281,3,410,0,1,3,0
10/9/2023,15:14:13.539,1,52,0,1,1,0
10/9/2023,15:14:14.344,3,178,0,1,4,0
10/9/2023,15:14:15.419,5,312,0,1,5,0
