Day,Time,Events in Interval,Events Added,Energy Received,Interval Length,gamma CPS,gamma Dose
10/9/2023,17:20:51.256,0,0,0,2,0,0
10/9/2023,17:20:52.257,4,216,0,1,4,0
10/9/2023,17:20:53.256,8,1865,0,1,8,0
10/9/2023,17:20:54.258,5,1566,0,1,5,0
10/9/2023,17:20:55.257,10,1401,0,1,10,0
10/9/2023,17:20:56.258,5,345,0,1,5,0
10/9/2023,17:20:57.257,6,427,0,1,6,0
10/9/2023,17:20:58.257,10,1752,0,1,10,0
10/9/2023,17:20:59.257,3,298,0,1,3,0
10/9/2023,17:21:00.258,6,890,0,1,6,0
10/9/2023,17:21:01.258,5,529,0,1,5,0
10/9/2023,17:21:02.257,0,0,0,1,0,0
10/9/2023,17:21:03.258,3,251,0,1,3,0
10/9/2023,17:21:04.257,8,1287,0,1,8,0
10/9/2023,17:21:05.257,7,2158,0,1,7,0
10/9/2023,17:21:06.257,3,183,0,1,3,0
10/9/2023,17:21:07.257,1,154,0,1,1,0
10/9/2023,17:21:08.257,5,1661,0,1,5,0
10/9/2023,17:21:09.258,3,468,0,1,3,0
10/9/2023,17:21:10.257,0,0,0,1,0,0
10/9/2023,17:21:11.257,6,271,0,1,6,0
10/9/2023,17:21:12.308,5,564,0,1,5,0
10/9/2023,17:21:13.268,4,752,0,1,4,0
10/9/2023,17:21:14.538,3,348,0,1,2,0
10/9/2023,17:21:15.719,3,303,0,1,3,0
10/9/2023,17:21:16.491,0,0,0,1,0,0
10/9/2023,17:21:17.329,5,488,0,1,6,0
10/9/2023,17:21:18.329,4,273,0,1,4,0
10/9/2023,17:21:19.547,3,242,0,1,2,0
10/9/2023,17:21:20.400,3,173,0,1,4,0
10/9/2023,17:21:21.297,3,213,0,1,3,0
10/9/2023,17:21:22.500,1,388,0,1,1,0
10/9/2023,17:21:23.905,9,609,0,1,6,0
10/9/2023,17:21:24.318,0,0,0,0,0,0
10/9/2023,17:21:25.404,5,1070,0,1,5,0
10/9/2023,17:21:26.524,4,316,0,1,4,0
10/9/2023,17:21:27.287,4,372,0,1,5,0
10/9/2023,17:21:28.463,5,771,0,1,4,0
10/9/2023,17:21:29.391,1,113,0,1,1,0
10/9/2023,17:21:30.382,1,34,0,1,1,0
10/9/2023,17:21:31.649,8,1037,0,1,6,0
10/9/2023,17:21:32.336,5,726,0,1,7,0
10/9/2023,17:21:33.299,0,0,0,1,0,0
10/9/2023,17:21:34.354,3,1105,0,1,3,0
10/9/2023,17:21:35.578,5,1003,0,1,4,0
10/9/2023,17:21:36.311,4,708,0,1,5,0
10/9/2023,17:21:37.784,2,130,0,1,1,0
10/9/2023,17:21:38.537,4,515,0,1,5,0
10/9/2023,17:21:39.484,1,86,0,1,1,0
10/9/2023,17:21:40.803,1,83,0,1,1,0
10/9/2023,17:21:41.501,2,636,0,1,3,0
10/9/2023,17:21:42.418,1,120,0,1,1,0
10/9/2023,17:21:43.599,3,172,0,1,3,0
10/9/2023,17:21:44.668,0,0,0,1,0,0
10/9/2023,17:21:45.548,1,511,0,1,1,0
10/9/2023,17:21:46.336,1,55,0,1,1,0
10/9/2023,17:21:47.694,8,1127,0,1,6,0
10/9/2023,17:21:48.570,3,291,0,1,3,0
10/9/2023,17:21:49.409,4,487,0,1,5,0
10/9/2023,17:21:50.307,7,638,0,1,8,0
10/9/2023,17:21:51.410,2,262,0,1,2,0
10/9/2023,17:21:52.556,4,1010,0,1,3,0
10/9/2023,17:21:54.232,3,619,0,2,2,0
10/9/2023,17:21:54.428,0,0,0,0,0,0
10/9/2023,17:21:55.603,3,483,0,1,3,0
10/9/2023,17:21:56.394,1,192,0,1,1,0
10/9/2023,17:21:58.005,2,148,0,2,1,0
10/9/2023,17:21:59.514,2,308,0,2,1,0
10/9/2023,17:21:59.669,0,0,0,0,0,0
10/9/2023,17:22:00.670,3,125,0,1,3,0
10/9/2023,17:22:02.218,4,528,0,2,3,0
10/9/2023,17:22:03.103,1,78,0,1,1,0
10/9/2023,17:22:03.722,1,512,0,1,2,0
10/9/2023,17:22:04.690,2,126,0,1,2,0
10/9/2023,17:22:05.778,3,247,0,1,3,0
10/9/2023,17:22:06.592,4,429,0,1,5,0
10/9/2023,17:22:08.093,3,180,0,2,2,0
10/9/2023,17:22:08.695,0,0,0,1,0,0
10/9/2023,17:22:09.911,2,269,0,1,2,0
10/9/2023,17:22:10.558,6,1248,0,1,9,0
10/9/2023,17:22:11.626,6,398,0,1,6,0
10/9/2023,17:22:13.113,4,1052,0,1,3,0
10/9/2023,17:22:13.703,4,737,0,1,7,0
10/9/2023,17:22:14.809,6,721,0,1,5,0
10/9/2023,17:22:15.629,5,355,0,1,6,0
10/9/2023,17:22:16.647,2,243,0,1,2,0
10/9/2023,17:22:17.745,4,254,0,1,4,0
10/9/2023,17:22:18.592,2,431,0,1,2,0
10/9/2023,17:22:19.798,2,343,0,1,2,0
10/9/2023,17:22:20.560,1,41,0,1,1,0
10/9/2023,17:22:21.668,4,731,0,1,4,0
10/9/2023,17:22:23.340,5,516,0,2,3,0
10/9/2023,17:22:23.734,0,0,0,0,0,0
10/9/2023,17:22:24.558,2,788,0,1,2,0
10/9/2023,17:22:25.648,1,36,0,1,1,0
10/9/2023,17:22:26.731,0,0,0,1,0,0
10/9/2023,17:22:27.881,5,527,0,1,4,0
10/9/2023,17:22:29.250,1,34,0,1,1,0
10/9/2023,17:22:30.114,2,115,0,1,2,0
10/9/2023,17:22:30.680,0,0,0,1,0,0
10/9/2023,17:22:32.269,0,0,0,2,0,0
10/9/2023,17:22:32.700,0,0,0,0,0,0
10/9/2023,17:22:33.590,0,0,0,1,0,0
10/9/2023,17:22:34.618,3,253,0,1,3,0
10/9/2023,17:22:35.731,6,353,0,1,5,0
10/9/2023,17:22:36.801,2,210,0,1,2,0
10/9/2023,17:22:37.660,0,0,0,1,0,0
10/9/2023,17:22:38.789,2,368,0,1,2,0
10/9/2023,17:22:39.609,3,586,0,1,4,0
10/9/2023,17:22:40.565,2,347,0,1,2,0
10/9/2023,17:22:41.834,3,339,0,1,2,0
10/9/2023,17:22:43.088,1,209,0,1,1,0
10/9/2023,17:22:43.586,2,99,0,0,4,0
10/9/2023,17:22:44.599,0,0,0,1,0,0
10/9/2023,17:22:45.593,5,688,0,1,5,0
10/9/2023,17:22:47.031,7,584,0,1,5,0
10/9/2023,17:22:47.772,4,173,0,1,5,0
10/9/2023,17:22:48.611,3,652,0,1,4,0
10/9/2023,17:22:49.646,4,1111,0,1,4,0
10/9/2023,17:22:50.816,0,0,0,1,0,0
10/9/2023,17:22:51.975,1,37,0,1,1,0
10/9/2023,17:22:52.830,2,534,0,1,2,0
10/9/2023,17:22:53.787,0,0,0,1,0,0
10/9/2023,17:22:54.588,3,309,0,1,4,0
10/9/2023,17:22:55.682,5,1041,0,1,5,0
10/9/2023,17:22:57.297,6,906,0,2,4,0
10/9/2023,17:22:58.057,1,39,0,1,1,0
10/9/2023,17:22:58.745,1,109,0,1,1,0
