Day,Time,Events in Interval,Events Added,Energy Received,Interval Length,gamma CPS,gamma Dose
10/9/2023,15:00:15.672,0,0,0,1,0,0
10/9/2023,15:00:16.672,1002,226637,0,1,1002,0
10/9/2023,15:00:17.671,1244,280780,0,1,1244,0
10/9/2023,15:00:18.705,1204,265084,0,1,1164,0
10/9/2023,15:00:19.685,1149,254271,0,1,1172,0
10/9/2023,15:00:20.789,1183,273825,0,1,1072,0
10/9/2023,15:00:21.685,1171,267394,0,1,1308,0
10/9/2023,15:00:22.695,1205,274079,0,1,1193,0
10/9/2023,15:00:23.688,1199,276404,0,1,1207,0
10/9/2023,15:00:24.787,1170,264183,0,1,1065,0
10/9/2023,15:00:25.730,1143,253500,0,1,1211,0
10/9/2023,15:00:26.721,1248,283611,0,1,1259,0
10/9/2023,15:00:27.727,1115,259134,0,1,1108,0
10/9/2023,15:00:28.761,1232,277376,0,1,1191,0
10/9/2023,15:00:29.717,1162,273460,0,1,1217,0
10/9/2023,15:00:30.697,1166,264960,0,1,1189,0
10/9/2023,15:00:31.698,1088,250973,0,1,1087,0
10/9/2023,15:00:32.719,1272,296195,0,1,1247,0
10/9/2023,15:00:33.718,1074,243171,0,1,1074,0
10/9/2023,15:00:34.743,1286,291094,0,1,1256,0
10/9/2023,15:00:35.753,1149,265151,0,1,1136,0
10/9/2023,15:00:36.742,1103,254231,0,1,1115,0
10/9/2023,15:00:37.801,1211,274948,0,1,1144,0
10/9/2023,15:00:38.765,1167,272797,0,1,1211,0
10/9/2023,15:00:39.766,1168,265498,0,1,1167,0
10/9/2023,15:00:40.730,1191,272257,0,1,1235,0
10/9/2023,15:00:41.734,1165,258564,0,1,1160,0
10/9/2023,15:00:42.761,1114,243032,0,1,1085,0
10/9/2023,15:00:43.859,1234,276183,0,1,1124,0
10/9/2023,15:00:44.796,1173,261100,0,1,1252,0
10/9/2023,15:00:45.705,1050,229056,0,1,1155,0
10/9/2023,15:00:46.700,1188,261703,0,1,1194,0
10/9/2023,15:00:47.743,1154,271617,0,1,1106,0
10/9/2023,15:00:48.705,1122,259732,0,1,1166,0
10/9/2023,15:00:49.702,1185,263239,0,1,1190,0
10/9/2023,15:00:50.749,1186,272520,0,1,1133,0
10/9/2023,15:00:51.778,1258,280680,0,1,1223,0
10/9/2023,15:00:52.731,1136,256710,0,1,1192,0
10/9/2023,15:00:53.714,1217,274849,0,1,1237,0
10/9/2023,15:00:54.753,1107,244177,0,1,1065,0
10/9/2023,15:00:55.714,1248,285037,0,1,1300,0
10/9/2023,15:00:56.708,1160,268965,0,1,1166,0
10/9/2023,15:00:57.702,1123,251405,0,1,1131,0
10/9/2023,15:00:58.699,1204,266093,0,1,1206,0
10/9/2023,15:00:59.723,1223,278529,0,1,1194,0
10/9/2023,15:01:00.730,1109,257316,0,1,1101,0
10/9/2023,15:01:01.716,1163,263155,0,1,1180,0
10/9/2023,15:01:02.733,1179,272054,0,1,1160,0
10/9/2023,15:01:03.712,1164,264993,0,1,1188,0
10/9/2023,15:01:04.704,1168,266819,0,1,1179,0
10/9/2023,15:01:05.736,1135,255925,0,1,1100,0
10/9/2023,15:01:06.716,1160,267950,0,1,1184,0
10/9/2023,15:01:07.811,1208,279277,0,1,1102,0
10/9/2023,15:01:08.723,1158,261234,0,1,1270,0
10/9/2023,15:01:09.812,1178,263731,0,1,1082,0
10/9/2023,15:01:10.711,1144,259205,0,1,1273,0
10/9/2023,15:01:11.744,1175,269402,0,1,1139,0
10/9/2023,15:01:12.728,1152,256907,0,1,1170,0
10/9/2023,15:01:13.708,1152,262860,0,1,1176,0
10/9/2023,15:01:14.752,1180,274054,0,1,1131,0
10/9/2023,15:01:15.720,1168,261664,0,1,1207,0
10/9/2023,15:01:16.735,1221,282326,0,1,1202,0
10/9/2023,15:01:17.738,1194,273214,0,1,1190,0
10/9/2023,15:01:18.712,1088,244533,0,1,1118,0
10/9/2023,15:01:19.732,1228,272985,0,1,1204,0
10/9/2023,15:01:20.714,1124,259628,0,1,1143,0
10/9/2023,15:01:21.801,1212,274616,0,1,1115,0
10/9/2023,15:01:22.747,1202,275408,0,1,1272,0
10/9/2023,15:01:23.746,1148,266322,0,1,1149,0
10/9/2023,15:01:24.750,1162,269543,0,1,1156,0
10/9/2023,15:01:25.721,1064,229643,0,1,1097,0
10/9/2023,15:01:26.733,1270,291234,0,1,1254,0
10/9/2023,15:01:27.736,1172,259555,0,1,1168,0
10/9/2023,15:01:28.738,1094,242896,0,1,1092,0
10/9/2023,15:01:29.758,1268,292355,0,1,1243,0
10/9/2023,15:01:30.722,1152,263071,0,1,1195,0
10/9/2023,15:01:31.716,1061,241405,0,1,1068,0
10/9/2023,15:01:32.711,1208,276624,0,1,1213,0
10/9/2023,15:01:33.727,1227,279694,0,1,1208,0
10/9/2023,15:01:34.729,1194,270726,0,1,1192,0
10/9/2023,15:01:35.719,1119,246054,0,1,1130,0
10/9/2023,15:01:36.769,1188,262123,0,1,1131,0
10/9/2023,15:01:37.718,1131,258537,0,1,1192,0
10/9/2023,15:01:38.755,1227,280001,0,1,1183,0
10/9/2023,15:01:39.734,1172,262588,0,1,1197,0
10/9/2023,15:01:40.717,1153,260386,0,1,1173,0
10/9/2023,15:01:41.777,1080,253520,0,1,1019,0
10/9/2023,15:01:42.724,1239,279573,0,1,1310,0
10/9/2023,15:01:43.806,1212,278101,0,1,1120,0
10/9/2023,15:01:44.748,1146,260436,0,1,1215,0
10/9/2023,15:01:45.712,1044,231051,0,1,1083,0
10/9/2023,15:01:46.743,1220,280168,0,1,1183,0
10/9/2023,15:01:47.786,1257,285450,0,1,1205,0
10/9/2023,15:01:48.732,1082,248772,0,1,1145,0
10/9/2023,15:01:49.743,1159,266010,0,1,1146,0
10/9/2023,15:01:50.747,1271,292881,0,1,1266,0
10/9/2023,15:01:51.745,1189,262013,0,1,1190,0
10/9/2023,15:01:52.736,1007,226107,0,1,1016,0
10/9/2023,15:01:53.779,1341,313923,0,1,1287,0
10/9/2023,15:01:54.752,1113,245276,0,1,1143,0
10/9/2023,15:01:55.782,1217,275071,0,1,1182,0
10/9/2023,15:01:56.766,1108,250217,0,1,1126,0
10/9/2023,15:01:57.739,1300,292003,0,1,1336,0
10/9/2023,15:01:58.858,1180,274694,0,1,1055,0
10/9/2023,15:01:59.746,1160,258094,0,1,1305,0
10/9/2023,15:02:00.753,1161,270782,0,1,1153,0
10/9/2023,15:02:01.743,1058,238368,0,1,1069,0
10/9/2023,15:02:02.872,1320,296244,0,1,1170,0
10/9/2023,15:02:03.769,1127,260056,0,1,1255,0
10/9/2023,15:02:04.778,1126,255543,0,1,1116,0
10/9/2023,15:02:05.782,1198,271281,0,1,1194,0
10/9/2023,15:02:06.780,1043,235401,0,1,1044,0
10/9/2023,15:02:07.846,1246,279883,0,1,1169,0
10/9/2023,15:02:08.784,1218,271871,0,1,1299,0
10/9/2023,15:02:09.830,1134,260911,0,1,1084,0
10/9/2023,15:02:10.772,1139,254707,0,1,1209,0
10/9/2023,15:02:11.752,1208,270828,0,1,1234,0
10/9/2023,15:02:12.792,1178,266570,0,1,1132,0
10/9/2023,15:02:13.871,1159,260494,0,1,1075,0
