Day,Time,Events in Interval,Events Added,Energy Received,Interval Length,gamma CPS,gamma Dose
10/9/2023,14:26:13.152,0,0,0,2,0,0
10/9/2023,14:26:14.152,721,146389,0,1,721,0
10/9/2023,14:26:15.153,684,129740,0,1,683,0
10/9/2023,14:26:16.154,660,130945,0,1,659,0
10/9/2023,14:26:17.154,623,125689,0,1,624,0
10/9/2023,14:26:18.154,698,135393,0,1,698,0
10/9/2023,14:26:19.153,694,135219,0,1,694,0
10/9/2023,14:26:20.155,714,141653,0,1,713,0
10/9/2023,14:26:21.156,640,122440,0,1,639,0
10/9/2023,14:26:22.157,654,133974,0,1,653,0
10/9/2023,14:26:23.157,686,140336,0,1,687,0
10/9/2023,14:26:24.165,662,125453,0,1,656,0
10/9/2023,14:26:25.155,674,135558,0,1,681,0
10/9/2023,14:26:26.155,693,134276,0,1,693,0
10/9/2023,14:26:27.156,670,135772,0,1,670,0
10/9/2023,14:26:28.156,638,121405,0,1,637,0
10/9/2023,14:26:29.155,718,140208,0,1,719,0
10/9/2023,14:26:30.156,659,133033,0,1,658,0
10/9/2023,14:26:31.157,678,127361,0,1,678,0
10/9/2023,14:26:32.156,682,132181,0,1,682,0
10/9/2023,14:26:33.156,709,138097,0,1,709,0
10/9/2023,14:26:34.156,694,135511,0,1,694,0
10/9/2023,14:26:35.161,599,121082,0,1,596,0
10/9/2023,14:26:36.161,679,132766,0,1,679,0
10/9/2023,14:26:37.161,685,133442,0,1,685,0
10/9/2023,14:26:38.164,637,128943,0,1,635,0
10/9/2023,14:26:39.166,667,127192,0,1,666,0
10/9/2023,14:26:40.164,719,138863,0,1,720,0
10/9/2023,14:26:41.161,706,134647,0,1,708,0
10/9/2023,14:26:42.164,680,132489,0,1,678,0
10/9/2023,14:26:43.175,651,123380,0,1,645,0
10/9/2023,14:26:44.200,688,133319,0,1,671,0
10/9/2023,14:26:45.167,707,137029,0,1,731,0
10/9/2023,14:26:46.168,655,129427,0,1,655,0
10/9/2023,14:26:47.189,689,135749,0,1,675,0
10/9/2023,14:26:48.177,671,126435,0,1,678,0
10/9/2023,14:26:49.170,607,114738,0,1,611,0
10/9/2023,14:26:50.177,712,135232,0,1,708,0
10/9/2023,14:26:51.170,734,149627,0,1,739,0
10/9/2023,14:26:52.179,671,130208,0,1,664,0
10/9/2023,14:26:53.176,682,128416,0,1,684,0
10/9/2023,14:26:54.188,646,124994,0,1,638,0
10/9/2023,14:26:55.193,671,128366,0,1,668,0
10/9/2023,14:26:56.199,696,136179,0,1,691,0
10/9/2023,14:26:57.200,682,131296,0,1,681,0
10/9/2023,14:26:58.207,701,136225,0,1,696,0
10/9/2023,14:26:59.206,697,135645,0,1,698,0
10/9/2023,14:27:00.193,697,136428,0,1,705,0
10/9/2023,14:27:01.214,677,131424,0,1,664,0
10/9/2023,14:27:02.204,725,143163,0,1,732,0
10/9/2023,14:27:03.226,666,125363,0,1,651,0
10/9/2023,14:27:04.204,646,129321,0,1,661,0
10/9/2023,14:27:05.220,698,128502,0,1,687,0
10/9/2023,14:27:06.211,692,138066,0,1,698,0
10/9/2023,14:27:07.226,649,128140,0,1,639,0
10/9/2023,14:27:08.213,680,135785,0,1,690,0
10/9/2023,14:27:09.232,704,137171,0,1,690,0
10/9/2023,14:27:10.223,662,125585,0,1,668,0
10/9/2023,14:27:11.205,690,136133,0,1,703,0
10/9/2023,14:27:12.211,646,128388,0,1,642,0
10/9/2023,14:27:13.210,698,133086,0,1,699,0
10/9/2023,14:27:14.209,672,126595,0,1,673,0
10/9/2023,14:27:15.209,614,119332,0,1,615,0
10/9/2023,14:27:16.219,656,125215,0,1,650,0
10/9/2023,14:27:17.211,654,125226,0,1,659,0
10/9/2023,14:27:18.223,661,125498,0,1,653,0
10/9/2023,14:27:19.212,627,120425,0,1,634,0
10/9/2023,14:27:20.209,719,136000,0,1,722,0
10/9/2023,14:27:21.222,709,138172,0,1,700,0
10/9/2023,14:27:22.214,699,136262,0,1,704,0
10/9/2023,14:27:23.229,664,132449,0,1,654,0
10/9/2023,14:27:24.215,686,132735,0,1,696,0
10/9/2023,14:27:25.227,694,137766,0,1,686,0
10/9/2023,14:27:26.226,677,134399,0,1,678,0
10/9/2023,14:27:27.222,705,138519,0,1,707,0
10/9/2023,14:27:28.221,655,131522,0,1,656,0
10/9/2023,14:27:29.210,685,139970,0,1,693,0
10/9/2023,14:27:30.231,684,131223,0,1,670,0
10/9/2023,14:27:31.233,710,140749,0,1,708,0
10/9/2023,14:27:32.240,706,133724,0,1,701,0
10/9/2023,14:27:33.239,637,125820,0,1,638,0
10/9/2023,14:27:34.251,708,135084,0,1,700,0
10/9/2023,14:27:35.249,670,127821,0,1,672,0
10/9/2023,14:27:36.248,675,134062,0,1,675,0
10/9/2023,14:27:37.244,646,124200,0,1,649,0
10/9/2023,14:27:38.242,719,140357,0,1,720,0
10/9/2023,14:27:39.248,647,127331,0,1,644,0
10/9/2023,14:27:40.252,659,129373,0,1,656,0
10/9/2023,14:27:41.258,699,140310,0,1,695,0
10/9/2023,14:27:42.244,699,135932,0,1,708,0
10/9/2023,14:27:43.267,688,131660,0,1,673,0
10/9/2023,14:27:44.263,673,130796,0,1,676,0
10/9/2023,14:27:45.282,641,123709,0,1,629,0
10/9/2023,14:27:46.281,699,133598,0,1,700,0
10/9/2023,14:27:47.283,662,124233,0,1,661,0
10/9/2023,14:27:48.266,643,121580,0,1,654,0
10/9/2023,14:27:49.274,703,137568,0,1,698,0
10/9/2023,14:27:50.265,678,135362,0,1,683,0
10/9/2023,14:27:51.274,672,125978,0,1,667,0
10/9/2023,14:27:52.264,646,123354,0,1,653,0
10/9/2023,14:27:53.265,707,136733,0,1,706,0
10/9/2023,14:27:54.266,696,135623,0,1,695,0
10/9/2023,14:27:55.283,679,135041,0,1,668,0
10/9/2023,14:27:56.282,674,126830,0,1,675,0
10/9/2023,14:27:57.276,674,129745,0,1,678,0
10/9/2023,14:27:58.284,656,130861,0,1,650,0
10/9/2023,14:27:59.291,646,119569,0,1,642,0
10/9/2023,14:28:00.276,699,134856,0,1,710,0
10/9/2023,14:28:01.272,686,133288,0,1,688,0
10/9/2023,14:28:02.273,648,125174,0,1,647,0
10/9/2023,14:28:03.293,691,131290,0,1,678,0
10/9/2023,14:28:04.302,684,134985,0,1,677,0
10/9/2023,14:28:05.294,688,134528,0,1,694,0
10/9/2023,14:28:06.288,651,125851,0,1,655,0
10/9/2023,14:28:07.303,655,126000,0,1,645,0
10/9/2023,14:28:08.288,660,124082,0,1,670,0
10/9/2023,14:28:09.286,671,128047,0,1,672,0
10/9/2023,14:28:10.297,677,128736,0,1,670,0
10/9/2023,14:28:11.305,684,133152,0,1,679,0
10/9/2023,14:28:12.297,685,132236,0,1,691,0
10/9/2023,14:28:13.297,663,125350,0,1,663,0
10/9/2023,14:28:14.301,682,131368,0,1,679,0
10/9/2023,14:28:15.289,688,137031,0,1,696,0
10/9/2023,14:28:16.296,628,122385,0,1,624,0
10/9/2023,14:28:17.296,706,133913,0,1,705,0
10/9/2023,14:28:18.298,716,137814,0,1,715,0
10/9/2023,14:28:19.292,657,121868,0,1,660,0
10/9/2023,14:28:20.297,691,133448,0,1,688,0
10/9/2023,14:28:21.324,639,124369,0,1,622,0
10/9/2023,14:28:22.313,675,130562,0,1,683,0
10/9/2023,14:28:23.323,672,132810,0,1,665,0
10/9/2023,14:28:24.313,677,128855,0,1,684,0
10/9/2023,14:28:25.329,701,136137,0,1,690,0
10/9/2023,14:28:26.325,676,129535,0,1,679,0
10/9/2023,14:28:27.309,697,138953,0,1,709,0
10/9/2023,14:28:28.339,647,126758,0,1,628,0
10/9/2023,14:28:29.358,719,142948,0,1,706,0
10/9/2023,14:28:30.334,670,133694,0,1,687,0
10/9/2023,14:28:31.337,688,131084,0,1,685,0
10/9/2023,14:28:32.339,678,131504,0,1,677,0
10/9/2023,14:28:33.362,673,132319,0,1,658,0
10/9/2023,14:28:34.343,682,132306,0,1,695,0
10/9/2023,14:28:35.331,601,117674,0,1,609,0
10/9/2023,14:28:36.345,691,136245,0,1,681,0
10/9/2023,14:28:37.343,716,139378,0,1,717,0
10/9/2023,14:28:38.339,698,136090,0,1,701,0
10/9/2023,14:28:39.351,644,121965,0,1,636,0
10/9/2023,14:28:40.365,694,136022,0,1,685,0
10/9/2023,14:28:41.352,738,143786,0,1,748,0
10/9/2023,14:28:42.350,679,131413,0,1,680,0
10/9/2023,14:28:43.372,715,137318,0,1,699,0
10/9/2023,14:28:44.364,665,127840,0,1,670,0
10/9/2023,14:28:45.363,662,127456,0,1,663,0
10/9/2023,14:28:46.361,697,139078,0,1,698,0
10/9/2023,14:28:47.357,667,133154,0,1,670,0
10/9/2023,14:28:48.357,678,136847,0,1,679,0
10/9/2023,14:28:49.375,636,123718,0,1,624,0
10/9/2023,14:28:50.368,665,125794,0,1,670,0
10/9/2023,14:28:51.359,729,141315,0,1,736,0
10/9/2023,14:28:52.360,673,130856,0,1,672,0
10/9/2023,14:28:53.366,642,127252,0,1,638,0
10/9/2023,14:28:54.365,700,139141,0,1,701,0
10/9/2023,14:28:55.364,691,138601,0,1,692,0
10/9/2023,14:28:56.356,650,127718,0,1,655,0
10/9/2023,14:28:57.356,680,131338,0,1,680,0
10/9/2023,14:28:58.358,698,135091,0,1,697,0
10/9/2023,14:28:59.392,666,126008,0,1,645,0
10/9/2023,14:29:00.358,684,132709,0,1,707,0
10/9/2023,14:29:01.400,639,128644,0,1,614,0
10/9/2023,14:29:02.357,726,140043,0,1,758,0
10/9/2023,14:29:03.362,674,126274,0,1,671,0
10/9/2023,14:29:04.357,645,123297,0,1,648,0
10/9/2023,14:29:05.364,667,126641,0,1,663,0
10/9/2023,14:29:06.363,702,140088,0,1,702,0
10/9/2023,14:29:07.364,653,128277,0,1,652,0
10/9/2023,14:29:08.359,659,126855,0,1,663,0
10/9/2023,14:29:09.365,716,134795,0,1,712,0
10/9/2023,14:29:10.361,670,129308,0,1,672,0
10/9/2023,14:29:11.358,673,132722,0,1,675,0
10/9/2023,14:29:12.376,657,124279,0,1,646,0
10/9/2023,14:29:13.364,692,131378,0,1,700,0
10/9/2023,14:29:14.358,682,128360,0,1,686,0
10/9/2023,14:29:15.363,682,131319,0,1,679,0
10/9/2023,14:29:16.364,690,136386,0,1,689,0
10/9/2023,14:29:17.368,640,124300,0,1,637,0
10/9/2023,14:29:18.366,678,133279,0,1,679,0
10/9/2023,14:29:19.379,653,132501,0,1,645,0
10/9/2023,14:29:20.367,710,138042,0,1,718,0
10/9/2023,14:29:21.366,619,119857,0,1,620,0
10/9/2023,14:29:22.367,668,130952,0,1,667,0
10/9/2023,14:29:23.375,650,127836,0,1,645,0
10/9/2023,14:29:24.366,682,134220,0,1,688,0
10/9/2023,14:29:25.380,639,123560,0,1,631,0
