Day,Time,Events in Interval,Events Added,Energy Received,Interval Length,gamma CPS,gamma Dose
10/9/2023,15:36:27.555,0,0,0,1,0,0
10/9/2023,15:36:28.584,570,35934,0,1,554,0
10/9/2023,15:36:29.584,575,35934,0,1,576,0
10/9/2023,15:36:30.600,593,36789,0,1,583,0
10/9/2023,15:36:31.600,554,35396,0,1,554,0
10/9/2023,15:36:32.600,577,37077,0,1,577,0
10/9/2023,15:36:33.600,568,35616,0,1,568,0
10/9/2023,15:36:34.603,646,40037,0,1,645,0
10/9/2023,15:36:35.602,608,38365,0,1,608,0
10/9/2023,15:36:36.602,581,35942,0,1,581,0
10/9/2023,15:36:37.602,559,34812,0,1,559,0
10/9/2023,15:36:38.606,610,38681,0,1,608,0
10/9/2023,15:36:39.604,591,36702,0,1,592,0
10/9/2023,15:36:40.604,567,35449,0,1,567,0
10/9/2023,15:36:41.605,605,36884,0,1,604,0
10/9/2023,15:36:42.605,643,39519,0,1,643,0
10/9/2023,15:36:43.605,602,36132,0,1,602,0
10/9/2023,15:36:44.607,584,36932,0,1,583,0
10/9/2023,15:36:45.606,586,36088,0,1,586,0
10/9/2023,15:36:46.606,597,37343,0,1,597,0
10/9/2023,15:36:47.606,630,38452,0,1,630,0
10/9/2023,15:36:48.607,597,37362,0,1,596,0
10/9/2023,15:36:49.607,589,37195,0,1,590,0
10/9/2023,15:36:50.606,596,36411,0,1,596,0
10/9/2023,15:36:51.606,565,35238,0,1,565,0
10/9/2023,15:36:52.606,629,40761,0,1,629,0
10/9/2023,15:36:53.606,612,39031,0,1,612,0
10/9/2023,15:36:54.606,592,37155,0,1,592,0
10/9/2023,15:36:55.606,580,37218,0,1,580,0
10/9/2023,15:36:56.608,583,35932,0,1,582,0
10/9/2023,15:36:57.618,579,35852,0,1,573,0
10/9/2023,15:36:58.612,556,35562,0,1,559,0
10/9/2023,15:36:59.612,607,38367,0,1,608,0
10/9/2023,15:37:00.611,586,35224,0,1,586,0
10/9/2023,15:37:01.612,574,35712,0,1,574,0
10/9/2023,15:37:02.613,560,35630,0,1,559,0
10/9/2023,15:37:03.612,641,40184,0,1,641,0
10/9/2023,15:37:04.613,594,38018,0,1,594,0
10/9/2023,15:37:05.612,550,34050,0,1,550,0
10/9/2023,15:37:06.612,577,35250,0,1,577,0
10/9/2023,15:37:07.612,585,36303,0,1,585,0
10/9/2023,15:37:08.613,591,37128,0,1,591,0
10/9/2023,15:37:09.612,549,35605,0,1,549,0
10/9/2023,15:37:10.612,591,36864,0,1,591,0
10/9/2023,15:37:11.614,577,36468,0,1,576,0
10/9/2023,15:37:12.615,548,34303,0,1,547,0
10/9/2023,15:37:13.615,564,35923,0,1,563,0
10/9/2023,15:37:14.615,611,37886,0,1,611,0
10/9/2023,15:37:15.616,586,35891,0,1,585,0
10/9/2023,15:37:16.618,563,34127,0,1,562,0
10/9/2023,15:37:17.618,605,37553,0,1,605,0
10/9/2023,15:37:18.619,569,35232,0,1,569,0
10/9/2023,15:37:19.618,558,35619,0,1,558,0
10/9/2023,15:37:20.624,574,35494,0,1,571,0
10/9/2023,15:37:21.625,606,38629,0,1,605,0
10/9/2023,15:37:22.623,602,38241,0,1,603,0
10/9/2023,15:37:23.628,585,38132,0,1,582,0
10/9/2023,15:37:24.638,597,36851,0,1,592,0
10/9/2023,15:37:25.633,630,40615,0,1,633,0
10/9/2023,15:37:26.620,582,36859,0,1,590,0
10/9/2023,15:37:27.624,561,34483,0,1,559,0
10/9/2023,15:37:28.623,628,39006,0,1,629,0
10/9/2023,15:37:29.634,580,35117,0,1,573,0
10/9/2023,15:37:30.630,580,35708,0,1,583,0
10/9/2023,15:37:31.628,600,38704,0,1,601,0
10/9/2023,15:37:32.635,574,35172,0,1,570,0
10/9/2023,15:37:33.630,568,35009,0,1,571,0
10/9/2023,15:37:34.635,568,36216,0,1,568,0
10/9/2023,15:37:35.643,549,33820,0,1,541,0
10/9/2023,15:37:36.626,596,36888,0,1,607,0
10/9/2023,15:37:37.627,583,36657,0,1,582,0
10/9/2023,15:37:38.642,557,34699,0,1,549,0
10/9/2023,15:37:39.632,589,36053,0,1,595,0
10/9/2023,15:37:40.628,606,37644,0,1,608,0
10/9/2023,15:37:41.630,573,35167,0,1,572,0
10/9/2023,15:37:42.626,596,36840,0,1,599,0
10/9/2023,15:37:43.630,602,38283,0,1,599,0
10/9/2023,15:37:44.624,602,37263,0,1,606,0
10/9/2023,15:37:45.625,552,34268,0,1,551,0
10/9/2023,15:37:46.625,609,38759,0,1,610,0
10/9/2023,15:37:47.641,563,34363,0,1,554,0
10/9/2023,15:37:48.626,585,35444,0,1,593,0
10/9/2023,15:37:49.632,557,38157,0,1,554,0
10/9/2023,15:37:50.641,599,37055,0,1,593,0
10/9/2023,15:37:51.622,566,36100,0,1,577,0
10/9/2023,15:37:52.625,541,33985,0,1,539,0
10/9/2023,15:37:53.626,616,38260,0,1,616,0
10/9/2023,15:37:54.627,587,37765,0,1,586,0
10/9/2023,15:37:55.633,603,37502,0,1,599,0
10/9/2023,15:37:56.622,544,34310,0,1,550,0
10/9/2023,15:37:57.625,586,36632,0,1,585,0
10/9/2023,15:37:58.646,594,37050,0,1,581,0
