Day,Time,Events in Interval,Events Added,Energy Received,Interval Length,gamma CPS,gamma Dose
10/8/2023,17:24:34.449,0,0,0,2,0,0
10/8/2023,17:24:35.461,1088,133049,0,1,1075,0
10/8/2023,17:24:36.474,1100,134831,0,1,1086,0
10/8/2023,17:24:37.579,1155,142391,0,1,1045,0
10/8/2023,17:24:38.498,1108,134410,0,1,1206,0
10/8/2023,17:24:39.502,1121,138284,0,1,1118,0
10/8/2023,17:24:40.494,1131,139367,0,1,1139,0
10/8/2023,17:24:41.523,1060,131877,0,1,1031,0
10/8/2023,17:24:42.501,1105,137630,0,1,1129,0
10/8/2023,17:24:43.527,1091,133739,0,1,1063,0
10/8/2023,17:24:44.573,1088,137672,0,1,1040,0
10/8/2023,17:24:45.494,1147,141799,0,1,1245,0
10/8/2023,17:24:46.512,1066,130842,0,1,1047,0
10/8/2023,17:24:47.541,1174,145423,0,1,1141,0
10/8/2023,17:24:48.507,1050,130536,0,1,1087,0
10/8/2023,17:24:49.497,1147,140873,0,1,1160,0
10/8/2023,17:24:50.516,1137,137942,0,1,1116,0
10/8/2023,17:24:51.501,1119,137157,0,1,1135,0
10/8/2023,17:24:52.508,1148,145694,0,1,1140,0
10/8/2023,17:24:53.539,1112,135861,0,1,1079,0
10/8/2023,17:24:54.552,1059,131679,0,1,1045,0
10/8/2023,17:24:55.530,1101,137015,0,1,1127,0
10/8/2023,17:24:56.583,1135,141653,0,1,1077,0
10/8/2023,17:24:57.509,1089,135695,0,1,1176,0
10/8/2023,17:24:58.494,1063,131638,0,1,1079,0
10/8/2023,17:24:59.521,1173,144116,0,1,1143,0
10/8/2023,17:25:00.514,1101,136924,0,1,1108,0
10/8/2023,17:25:01.516,1124,138161,0,1,1122,0
10/8/2023,17:25:02.555,1060,132060,0,1,1020,0
10/8/2023,17:25:03.573,1118,138930,0,1,1098,0
10/8/2023,17:25:04.505,1136,140140,0,1,1220,0
10/8/2023,17:25:05.562,1063,129274,0,1,1005,0
10/8/2023,17:25:06.516,1121,140043,0,1,1176,0
10/8/2023,17:25:07.575,1184,144562,0,1,1117,0
10/8/2023,17:25:08.508,1106,137536,0,1,1185,0
10/8/2023,17:25:09.519,1012,127175,0,1,1001,0
10/8/2023,17:25:10.558,1221,152217,0,1,1175,0
10/8/2023,17:25:11.509,1161,145363,0,1,1221,0
10/8/2023,17:25:12.512,1098,141746,0,1,1096,0
10/8/2023,17:25:13.544,1098,135316,0,1,1063,0
10/8/2023,17:25:14.502,1126,141426,0,1,1177,0
10/8/2023,17:25:15.535,1012,126991,0,1,980,0
10/8/2023,17:25:16.521,1140,140076,0,1,1155,0
10/8/2023,17:25:17.560,1120,140465,0,1,1079,0
